,Time,RSSI,File Name
39,11-07-2023 16:05:30:945,-68,22.5m
40,11-07-2023 16:05:32:946,-67,22.5m
41,11-07-2023 16:05:34:946,-67,22.5m
42,11-07-2023 16:05:36:947,-67,22.5m
43,11-07-2023 16:05:38:947,-66,22.5m
44,11-07-2023 16:05:40:948,-66,22.5m
45,11-07-2023 16:05:42:947,-66,22.5m
46,11-07-2023 16:05:44:947,-66,22.5m
47,11-07-2023 16:05:46:948,-65,22.5m
48,11-07-2023 16:05:48:952,-65,22.5m
49,11-07-2023 16:05:50:948,-65,22.5m
50,11-07-2023 16:05:52:949,-65,22.5m
51,11-07-2023 16:05:54:950,-65,22.5m
52,11-07-2023 16:05:56:950,-64,22.5m
53,11-07-2023 16:05:58:951,-64,22.5m
54,11-07-2023 16:06:00:953,-64,22.5m
55,11-07-2023 16:06:02:954,-64,22.5m
56,11-07-2023 16:06:04:954,-64,22.5m
57,11-07-2023 16:06:06:961,-64,22.5m
58,11-07-2023 16:06:08:955,-64,22.5m
59,11-07-2023 16:06:10:955,-65,22.5m
60,11-07-2023 16:06:12:956,-65,22.5m
61,11-07-2023 16:06:14:956,-65,22.5m
62,11-07-2023 16:06:16:957,-65,22.5m
63,11-07-2023 16:06:18:957,-65,22.5m
64,11-07-2023 16:06:20:957,-65,22.5m
65,11-07-2023 16:06:22:957,-67,22.5m
66,11-07-2023 16:06:24:958,-67,22.5m
67,11-07-2023 16:06:26:958,-67,22.5m
68,11-07-2023 16:06:28:958,-67,22.5m
69,11-07-2023 16:06:30:960,-67,22.5m
70,11-07-2023 16:06:32:959,-67,22.5m
71,11-07-2023 16:06:34:960,-69,22.5m
72,11-07-2023 16:06:36:959,-69,22.5m
73,11-07-2023 16:06:38:959,-69,22.5m
74,11-07-2023 16:06:40:960,-69,22.5m
75,11-07-2023 16:06:42:960,-69,22.5m
76,11-07-2023 16:06:44:959,-69,22.5m
77,11-07-2023 16:06:46:960,-69,22.5m
78,11-07-2023 16:06:48:960,-69,22.5m
79,11-07-2023 16:06:50:960,-69,22.5m
80,11-07-2023 16:06:52:961,-69,22.5m
81,11-07-2023 16:06:54:961,-69,22.5m
82,11-07-2023 16:06:56:961,-69,22.5m
83,11-07-2023 16:06:58:960,-69,22.5m
84,11-07-2023 16:07:00:961,-69,22.5m
85,11-07-2023 16:07:02:961,-69,22.5m
86,11-07-2023 16:07:04:962,-69,22.5m
87,11-07-2023 16:07:06:962,-69,22.5m
88,11-07-2023 16:07:08:962,-68,22.5m
89,11-07-2023 16:07:10:962,-69,22.5m
90,11-07-2023 16:07:12:962,-69,22.5m
91,11-07-2023 16:07:14:962,-69,22.5m
92,11-07-2023 16:07:16:962,-69,22.5m
93,11-07-2023 16:07:18:962,-69,22.5m
0,Mac Address ,28:DE:65:6E:4E:16,22.5m_1
1,Time, RSSI,22.5m_1
2,11-07-2023 16:04:44:736,-68,22.5m_1
3,11-07-2023 16:04:46:736,-68,22.5m_1
4,11-07-2023 16:04:48:737,-68,22.5m_1
5,11-07-2023 16:04:50:738,-68,22.5m_1
6,11-07-2023 16:04:52:738,-67,22.5m_1
7,11-07-2023 16:04:54:738,-67,22.5m_1
8,11-07-2023 16:04:56:739,-67,22.5m_1
9,11-07-2023 16:04:58:739,-66,22.5m_1
10,11-07-2023 16:05:00:739,-66,22.5m_1
11,11-07-2023 16:05:02:741,-66,22.5m_1
12,11-07-2023 16:05:04:742,-66,22.5m_1
13,11-07-2023 16:05:06:742,-66,22.5m_1
14,11-07-2023 16:05:08:742,-66,22.5m_1
15,11-07-2023 16:05:10:742,-66,22.5m_1
16,11-07-2023 16:05:12:743,-66,22.5m_1
17,11-07-2023 16:05:14:741,-64,22.5m_1
18,11-07-2023 16:05:16:743,-63,22.5m_1
19,11-07-2023 16:05:18:742,-63,22.5m_1
20,11-07-2023 16:05:20:742,-63,22.5m_1
21,11-07-2023 16:05:22:742,-63,22.5m_1
22,11-07-2023 16:05:24:743,-63,22.5m_1
23,11-07-2023 16:05:26:742,-63,22.5m_1
24,11-07-2023 16:05:28:743,-63,22.5m_1
25,11-07-2023 16:05:30:743,-63,22.5m_1
26,11-07-2023 16:05:32:742,-63,22.5m_1
27,11-07-2023 16:05:34:743,-63,22.5m_1
28,11-07-2023 16:05:36:745,-63,22.5m_1
29,11-07-2023 16:05:38:743,-63,22.5m_1
30,11-07-2023 16:05:40:744,-63,22.5m_1
31,11-07-2023 16:05:42:744,-63,22.5m_1
32,11-07-2023 16:05:44:746,-63,22.5m_1
33,11-07-2023 16:05:46:746,-63,22.5m_1
34,11-07-2023 16:05:48:747,-63,22.5m_1
35,11-07-2023 16:05:50:747,-63,22.5m_1
36,11-07-2023 16:05:52:750,-63,22.5m_1
37,11-07-2023 16:05:54:748,-62,22.5m_1
38,11-07-2023 16:05:56:747,-62,22.5m_1
39,11-07-2023 16:05:58:748,-61,22.5m_1
40,11-07-2023 16:06:00:748,-61,22.5m_1
41,11-07-2023 16:06:02:748,-61,22.5m_1
42,11-07-2023 16:06:04:749,-61,22.5m_1
43,11-07-2023 16:06:06:751,-61,22.5m_1
44,11-07-2023 16:06:08:749,-61,22.5m_1
45,11-07-2023 16:06:10:749,-61,22.5m_1
46,11-07-2023 16:06:12:750,-61,22.5m_1
47,11-07-2023 16:06:14:750,-61,22.5m_1
48,11-07-2023 16:06:16:750,-61,22.5m_1
49,11-07-2023 16:06:18:749,-61,22.5m_1
50,11-07-2023 16:06:20:749,-61,22.5m_1
51,11-07-2023 16:06:22:750,-61,22.5m_1
52,11-07-2023 16:06:24:750,-61,22.5m_1
53,11-07-2023 16:06:26:750,-62,22.5m_1
54,11-07-2023 16:06:28:751,-62,22.5m_1
55,11-07-2023 16:06:30:751,-63,22.5m_1
56,11-07-2023 16:06:32:752,-63,22.5m_1
57,11-07-2023 16:06:34:752,-63,22.5m_1
58,11-07-2023 16:06:36:753,-63,22.5m_1
59,11-07-2023 16:06:38:754,-63,22.5m_1
60,11-07-2023 16:06:40:753,-63,22.5m_1
61,11-07-2023 16:06:42:753,-63,22.5m_1
62,11-07-2023 16:06:44:754,-63,22.5m_1
63,11-07-2023 16:06:46:753,-63,22.5m_1
64,11-07-2023 16:06:48:753,-63,22.5m_1
65,11-07-2023 16:06:50:753,-62,22.5m_1
66,11-07-2023 16:06:52:753,-62,22.5m_1
67,11-07-2023 16:06:54:753,-62,22.5m_1
68,11-07-2023 16:06:56:753,-62,22.5m_1
69,11-07-2023 16:06:58:753,-62,22.5m_1
70,11-07-2023 16:07:00:753,-62,22.5m_1
71,11-07-2023 16:07:02:753,-62,22.5m_1
72,11-07-2023 16:07:04:754,-62,22.5m_1
73,11-07-2023 16:07:06:754,-62,22.5m_1
74,11-07-2023 16:07:08:755,-62,22.5m_1
75,11-07-2023 16:07:10:755,-63,22.5m_1
76,11-07-2023 16:07:12:755,-64,22.5m_1
77,11-07-2023 16:07:14:755,-64,22.5m_1
78,11-07-2023 16:07:16:755,-65,22.5m_1
79,11-07-2023 16:07:18:756,-65,22.5m_1
80,11-07-2023 16:07:20:758,-65,22.5m_1
81,11-07-2023 16:07:22:756,-65,22.5m_1
82,11-07-2023 16:07:24:757,-65,22.5m_1
83,11-07-2023 16:07:26:757,-64,22.5m_1
84,11-07-2023 16:07:28:758,-64,22.5m_1
85,11-07-2023 16:07:30:757,-63,22.5m_1
86,11-07-2023 16:07:32:757,-63,22.5m_1
87,11-07-2023 16:07:34:757,-63,22.5m_1
88,11-07-2023 16:07:36:758,-63,22.5m_1
89,11-07-2023 16:07:38:759,-63,22.5m_1
90,11-07-2023 16:07:40:758,-63,22.5m_1
91,11-07-2023 16:07:42:759,-63,22.5m_1
92,11-07-2023 16:07:44:758,-63,22.5m_1
0,Mac Address ,28:DE:65:6E:4E:16,22e
1,Time, RSSI,22e
2,11-07-2023 17:05:08:301,-77,22e
3,11-07-2023 17:05:10:301,-77,22e
4,11-07-2023 17:05:12:302,-77,22e
5,11-07-2023 17:05:14:302,-77,22e
6,11-07-2023 17:05:16:303,-77,22e
7,11-07-2023 17:05:18:303,-76,22e
8,11-07-2023 17:05:20:301,-76,22e
9,11-07-2023 17:05:22:302,-77,22e
10,11-07-2023 17:05:24:302,-76,22e
11,11-07-2023 17:05:26:302,-76,22e
12,11-07-2023 17:05:28:303,-76,22e
13,11-07-2023 17:05:30:305,-76,22e
14,11-07-2023 17:05:32:304,-76,22e
15,11-07-2023 17:05:34:304,-76,22e
16,11-07-2023 17:05:36:305,-76,22e
17,11-07-2023 17:05:38:304,-76,22e
18,11-07-2023 17:05:40:305,-76,22e
19,11-07-2023 17:05:42:306,-76,22e
20,11-07-2023 17:05:44:306,-76,22e
21,11-07-2023 17:05:46:306,-76,22e
22,11-07-2023 17:05:48:307,-76,22e
23,11-07-2023 17:05:50:307,-76,22e
24,11-07-2023 17:05:52:307,-73,22e
25,11-07-2023 17:05:54:308,-73,22e
26,11-07-2023 17:05:56:309,-73,22e
27,11-07-2023 17:05:58:310,-73,22e
28,11-07-2023 17:06:00:310,-73,22e
29,11-07-2023 17:06:02:311,-72,22e
30,11-07-2023 17:06:04:311,-72,22e
31,11-07-2023 17:06:06:310,-72,22e
32,11-07-2023 17:06:08:311,-72,22e
33,11-07-2023 17:06:10:311,-72,22e
34,11-07-2023 17:06:12:310,-72,22e
35,11-07-2023 17:06:14:312,-72,22e
36,11-07-2023 17:06:16:312,-72,22e
37,11-07-2023 17:06:18:311,-73,22e
38,11-07-2023 17:06:20:312,-74,22e
39,11-07-2023 17:06:22:313,-75,22e
0,Mac Address ,28:DE:65:6E:4E:16,25e
1,Time, RSSI,25e
2,11-07-2023 17:00:35:656,-72,25e
3,11-07-2023 17:00:37:658,-72,25e
4,11-07-2023 17:00:39:657,-72,25e
5,11-07-2023 17:00:41:657,-72,25e
6,11-07-2023 17:00:43:656,-72,25e
7,11-07-2023 17:00:45:657,-73,25e
8,11-07-2023 17:00:47:657,-73,25e
9,11-07-2023 17:00:49:658,-73,25e
10,11-07-2023 17:00:51:659,-73,25e
11,11-07-2023 17:00:53:660,-74,25e
12,11-07-2023 17:00:55:660,-74,25e
13,11-07-2023 17:00:57:660,-75,25e
14,11-07-2023 17:00:59:659,-75,25e
15,11-07-2023 17:01:01:660,-75,25e
16,11-07-2023 17:01:03:659,-75,25e
17,11-07-2023 17:01:05:659,-75,25e
18,11-07-2023 17:01:07:659,-75,25e
19,11-07-2023 17:01:09:660,-75,25e
20,11-07-2023 17:01:11:660,-75,25e
21,11-07-2023 17:01:13:659,-75,25e
22,11-07-2023 17:01:15:661,-75,25e
23,11-07-2023 17:01:17:661,-75,25e
24,11-07-2023 17:01:19:663,-75,25e
25,11-07-2023 17:01:21:662,-75,25e
26,11-07-2023 17:01:23:663,-75,25e
27,11-07-2023 17:01:25:663,-75,25e
28,11-07-2023 17:01:27:664,-75,25e
29,11-07-2023 17:01:29:663,-74,25e
30,11-07-2023 17:01:31:664,-74,25e
31,11-07-2023 17:01:33:664,-74,25e
32,11-07-2023 17:01:35:664,-74,25e
33,11-07-2023 17:01:37:664,-74,25e
34,11-07-2023 17:01:39:665,-74,25e
35,11-07-2023 17:01:41:664,-74,25e
36,11-07-2023 17:01:43:666,-74,25e
37,11-07-2023 17:01:45:665,-74,25e
38,11-07-2023 17:01:47:665,-74,25e
39,11-07-2023 17:01:49:666,-74,25e
40,11-07-2023 17:01:51:666,-73,25e
41,11-07-2023 17:01:53:666,-73,25e
42,11-07-2023 17:01:55:666,-73,25e
43,11-07-2023 17:01:57:667,-73,25e
44,11-07-2023 17:01:59:667,-73,25e
45,11-07-2023 17:02:01:667,-72,25e
46,11-07-2023 17:02:03:667,-72,25e
47,11-07-2023 17:02:05:668,-72,25e
48,11-07-2023 17:02:07:668,-72,25e
49,11-07-2023 17:02:09:668,-72,25e
50,11-07-2023 17:02:11:667,-72,25e
51,11-07-2023 17:02:13:668,-72,25e
52,11-07-2023 17:02:15:669,-72,25e
53,11-07-2023 17:02:17:668,-73,25e
54,11-07-2023 17:02:19:668,-73,25e
55,11-07-2023 17:02:21:669,-73,25e
56,11-07-2023 17:02:23:669,-73,25e
57,11-07-2023 17:02:25:669,-72,25e
0,Mac Address ,28:DE:65:6E:4E:16,25m
1,Time, RSSI,25m
2,11-07-2023 16:08:58:978,-70,25m
3,11-07-2023 16:09:00:979,-70,25m
4,11-07-2023 16:09:02:979,-70,25m
5,11-07-2023 16:09:04:978,-70,25m
6,11-07-2023 16:09:06:980,-70,25m
7,11-07-2023 16:09:08:980,-70,25m
8,11-07-2023 16:09:10:979,-70,25m
9,11-07-2023 16:09:12:979,-69,25m
10,11-07-2023 16:09:14:980,-69,25m
11,11-07-2023 16:09:16:981,-69,25m
12,11-07-2023 16:09:18:981,-69,25m
13,11-07-2023 16:09:20:980,-69,25m
14,11-07-2023 16:09:22:981,-69,25m
15,11-07-2023 16:09:24:981,-69,25m
16,11-07-2023 16:09:26:982,-69,25m
17,11-07-2023 16:09:28:983,-69,25m
18,11-07-2023 16:09:30:983,-69,25m
19,11-07-2023 16:09:32:983,-69,25m
20,11-07-2023 16:09:34:987,-69,25m
21,11-07-2023 16:09:36:983,-70,25m
22,11-07-2023 16:09:38:988,-71,25m
23,11-07-2023 16:09:40:986,-71,25m
24,11-07-2023 16:09:42:986,-71,25m
25,11-07-2023 16:09:44:987,-71,25m
26,11-07-2023 16:09:46:988,-71,25m
27,11-07-2023 16:09:48:989,-71,25m
28,11-07-2023 16:09:50:988,-71,25m
29,11-07-2023 16:09:52:988,-71,25m
30,11-07-2023 16:09:54:989,-71,25m
31,11-07-2023 16:09:56:989,-71,25m
32,11-07-2023 16:09:58:989,-71,25m
33,11-07-2023 16:10:00:990,-71,25m
34,11-07-2023 16:10:02:990,-71,25m
35,11-07-2023 16:10:04:990,-71,25m
36,11-07-2023 16:10:06:991,-72,25m
37,11-07-2023 16:10:08:989,-72,25m
38,11-07-2023 16:10:10:990,-73,25m
39,11-07-2023 16:10:12:990,-72,25m
40,11-07-2023 16:10:14:991,-72,25m
41,11-07-2023 16:10:16:991,-72,25m
42,11-07-2023 16:10:18:992,-72,25m
43,11-07-2023 16:10:20:993,-72,25m
44,11-07-2023 16:10:22:992,-72,25m
45,11-07-2023 16:10:24:997,-72,25m
46,11-07-2023 16:10:26:997,-71,25m
47,11-07-2023 16:10:28:998,-71,25m
48,11-07-2023 16:10:30:997,-71,25m
49,11-07-2023 16:10:32:998,-71,25m
50,11-07-2023 16:10:34:998,-71,25m
51,11-07-2023 16:10:36:999,-71,25m
52,11-07-2023 16:10:38:998,-71,25m
53,11-07-2023 16:10:40:999,-71,25m
54,11-07-2023 16:10:42:999,-71,25m
55,11-07-2023 16:10:45:000,-71,25m
56,11-07-2023 16:10:47:001,-71,25m
57,11-07-2023 16:10:49:002,-68,25m
58,11-07-2023 16:10:51:002,-68,25m
59,11-07-2023 16:10:53:003,-68,25m
60,11-07-2023 16:10:55:002,-68,25m
61,11-07-2023 16:10:57:002,-68,25m
62,11-07-2023 16:10:59:004,-68,25m
63,11-07-2023 16:11:01:005,-68,25m
64,11-07-2023 16:11:03:004,-68,25m
0,Mac Address ,28:DE:65:6E:4E:16,25m_1
1,Time, RSSI,25m_1
2,11-07-2023 16:15:56:844,-71,25m_1
3,11-07-2023 16:15:58:846,-71,25m_1
4,11-07-2023 16:16:00:847,-71,25m_1
5,11-07-2023 16:16:02:847,-71,25m_1
6,11-07-2023 16:16:04:847,-71,25m_1
7,11-07-2023 16:16:06:847,-72,25m_1
8,11-07-2023 16:16:08:847,-72,25m_1
9,11-07-2023 16:16:10:848,-72,25m_1
10,11-07-2023 16:16:12:847,-72,25m_1
11,11-07-2023 16:16:14:848,-72,25m_1
12,11-07-2023 16:16:16:848,-72,25m_1
13,11-07-2023 16:16:18:848,-72,25m_1
14,11-07-2023 16:16:20:848,-72,25m_1
15,11-07-2023 16:16:22:848,-71,25m_1
16,11-07-2023 16:16:24:848,-71,25m_1
17,11-07-2023 16:16:26:848,-71,25m_1
18,11-07-2023 16:16:28:848,-72,25m_1
19,11-07-2023 16:16:30:849,-72,25m_1
20,11-07-2023 16:16:32:849,-72,25m_1
21,11-07-2023 16:16:34:848,-72,25m_1
22,11-07-2023 16:16:36:848,-73,25m_1
23,11-07-2023 16:16:38:849,-75,25m_1
24,11-07-2023 16:16:40:850,-75,25m_1
25,11-07-2023 16:16:42:849,-75,25m_1
26,11-07-2023 16:16:44:849,-75,25m_1
27,11-07-2023 16:16:46:850,-75,25m_1
28,11-07-2023 16:16:48:850,-75,25m_1
29,11-07-2023 16:16:50:850,-75,25m_1
30,11-07-2023 16:16:52:850,-75,25m_1
31,11-07-2023 16:16:54:850,-75,25m_1
32,11-07-2023 16:16:56:851,-75,25m_1
33,11-07-2023 16:16:58:850,-75,25m_1
34,11-07-2023 16:17:00:851,-75,25m_1
35,11-07-2023 16:17:02:852,-75,25m_1
36,11-07-2023 16:17:04:852,-75,25m_1
37,11-07-2023 16:17:06:851,-75,25m_1
38,11-07-2023 16:17:08:852,-75,25m_1
0,Mac Address ,28:DE:65:6E:4E:16,27.5m
1,Time, RSSI,27.5m
2,11-07-2023 16:19:00:063,-67,27.5m
3,11-07-2023 16:19:02:063,-67,27.5m
4,11-07-2023 16:19:04:064,-67,27.5m
5,11-07-2023 16:19:06:063,-66,27.5m
6,11-07-2023 16:19:08:063,-65,27.5m
7,11-07-2023 16:19:10:065,-65,27.5m
8,11-07-2023 16:19:12:065,-65,27.5m
9,11-07-2023 16:19:14:063,-65,27.5m
10,11-07-2023 16:19:16:065,-65,27.5m
11,11-07-2023 16:19:18:064,-65,27.5m
12,11-07-2023 16:19:20:065,-65,27.5m
13,11-07-2023 16:19:22:065,-65,27.5m
14,11-07-2023 16:19:24:066,-65,27.5m
15,11-07-2023 16:19:26:066,-65,27.5m
16,11-07-2023 16:19:28:066,-65,27.5m
17,11-07-2023 16:19:30:065,-65,27.5m
18,11-07-2023 16:19:32:065,-65,27.5m
19,11-07-2023 16:19:34:066,-65,27.5m
20,11-07-2023 16:19:36:067,-65,27.5m
21,11-07-2023 16:19:38:067,-65,27.5m
22,11-07-2023 16:19:40:069,-65,27.5m
23,11-07-2023 16:19:42:067,-65,27.5m
24,11-07-2023 16:19:44:067,-65,27.5m
25,11-07-2023 16:19:46:069,-65,27.5m
26,11-07-2023 16:19:48:068,-65,27.5m
27,11-07-2023 16:19:50:068,-64,27.5m
28,11-07-2023 16:19:52:069,-64,27.5m
29,11-07-2023 16:19:54:070,-64,27.5m
30,11-07-2023 16:19:56:069,-64,27.5m
31,11-07-2023 16:19:58:070,-64,27.5m
32,11-07-2023 16:20:00:071,-64,27.5m
33,11-07-2023 16:20:02:072,-64,27.5m
34,11-07-2023 16:20:04:071,-64,27.5m
35,11-07-2023 16:20:06:071,-65,27.5m
36,11-07-2023 16:20:08:072,-65,27.5m
37,11-07-2023 16:20:10:071,-65,27.5m
38,11-07-2023 16:20:12:071,-65,27.5m
0,Mac Address ,28:DE:65:6E:4E:16,27.5m_1
1,Time, RSSI,27.5m_1
2,11-07-2023 16:19:12:873,-81,27.5m_1
3,11-07-2023 16:19:14:874,-81,27.5m_1
4,11-07-2023 16:19:16:873,-80,27.5m_1
5,11-07-2023 16:19:18:874,-79,27.5m_1
6,11-07-2023 16:19:20:874,-79,27.5m_1
7,11-07-2023 16:19:22:875,-79,27.5m_1
8,11-07-2023 16:19:24:874,-79,27.5m_1
9,11-07-2023 16:19:26:875,-79,27.5m_1
10,11-07-2023 16:19:28:875,-77,27.5m_1
11,11-07-2023 16:19:30:876,-77,27.5m_1
12,11-07-2023 16:19:32:876,-76,27.5m_1
13,11-07-2023 16:19:34:876,-76,27.5m_1
14,11-07-2023 16:19:36:876,-75,27.5m_1
15,11-07-2023 16:19:38:876,-74,27.5m_1
16,11-07-2023 16:19:40:876,-73,27.5m_1
17,11-07-2023 16:19:42:876,-73,27.5m_1
18,11-07-2023 16:19:44:877,-73,27.5m_1
19,11-07-2023 16:19:46:877,-73,27.5m_1
20,11-07-2023 16:19:48:878,-73,27.5m_1
21,11-07-2023 16:19:50:878,-73,27.5m_1
22,11-07-2023 16:19:52:877,-73,27.5m_1
23,11-07-2023 16:19:54:878,-74,27.5m_1
24,11-07-2023 16:19:56:880,-74,27.5m_1
25,11-07-2023 16:19:58:880,-74,27.5m_1
26,11-07-2023 16:20:00:880,-76,27.5m_1
27,11-07-2023 16:20:02:881,-76,27.5m_1
28,11-07-2023 16:20:04:881,-78,27.5m_1
29,11-07-2023 16:20:06:880,-78,27.5m_1
30,11-07-2023 16:20:08:882,-78,27.5m_1
31,11-07-2023 16:20:10:880,-78,27.5m_1
32,11-07-2023 16:20:12:879,-78,27.5m_1
33,11-07-2023 16:20:14:880,-78,27.5m_1
34,11-07-2023 16:20:16:881,-78,27.5m_1
35,11-07-2023 16:20:18:881,-78,27.5m_1
36,11-07-2023 16:20:20:883,-78,27.5m_1
37,11-07-2023 16:20:22:882,-78,27.5m_1
38,11-07-2023 16:20:24:881,-78,27.5m_1
39,11-07-2023 16:20:26:884,-78,27.5m_1
40,11-07-2023 16:20:28:884,-78,27.5m_1
41,11-07-2023 16:20:30:883,-78,27.5m_1
42,11-07-2023 16:20:32:884,-78,27.5m_1
43,11-07-2023 16:20:34:884,-78,27.5m_1
44,11-07-2023 16:20:36:883,-78,27.5m_1
45,11-07-2023 16:20:38:884,-78,27.5m_1
46,11-07-2023 16:20:40:884,-78,27.5m_1
0,Mac Address ,28:DE:65:6E:4E:16,27.5m_2
1,Time, RSSI,27.5m_2
2,11-07-2023 16:28:02:142,-67,27.5m_2
3,11-07-2023 16:28:04:143,-67,27.5m_2
4,11-07-2023 16:28:06:143,-67,27.5m_2
5,11-07-2023 16:28:08:142,-66,27.5m_2
6,11-07-2023 16:28:10:143,-66,27.5m_2
7,11-07-2023 16:28:12:143,-65,27.5m_2
8,11-07-2023 16:28:14:145,-65,27.5m_2
9,11-07-2023 16:28:16:145,-65,27.5m_2
10,11-07-2023 16:28:18:145,-65,27.5m_2
11,11-07-2023 16:28:20:145,-65,27.5m_2
12,11-07-2023 16:28:22:145,-65,27.5m_2
13,11-07-2023 16:28:24:146,-65,27.5m_2
14,11-07-2023 16:28:26:145,-66,27.5m_2
15,11-07-2023 16:28:28:146,-66,27.5m_2
16,11-07-2023 16:28:30:146,-66,27.5m_2
17,11-07-2023 16:28:32:148,-66,27.5m_2
18,11-07-2023 16:28:34:147,-66,27.5m_2
19,11-07-2023 16:28:36:147,-66,27.5m_2
20,11-07-2023 16:28:38:147,-66,27.5m_2
21,11-07-2023 16:28:40:147,-64,27.5m_2
22,11-07-2023 16:28:42:148,-62,27.5m_2
23,11-07-2023 16:28:44:147,-62,27.5m_2
24,11-07-2023 16:28:46:147,-62,27.5m_2
25,11-07-2023 16:28:48:147,-62,27.5m_2
26,11-07-2023 16:28:50:149,-62,27.5m_2
27,11-07-2023 16:28:52:147,-62,27.5m_2
28,11-07-2023 16:28:54:147,-62,27.5m_2
29,11-07-2023 16:28:56:148,-62,27.5m_2
30,11-07-2023 16:28:58:148,-62,27.5m_2
31,11-07-2023 16:29:00:149,-62,27.5m_2
32,11-07-2023 16:29:02:147,-62,27.5m_2
33,11-07-2023 16:29:04:150,-62,27.5m_2
34,11-07-2023 16:29:06:153,-62,27.5m_2
35,11-07-2023 16:29:08:152,-62,27.5m_2
36,11-07-2023 16:29:10:153,-62,27.5m_2
37,11-07-2023 16:29:12:154,-62,27.5m_2
38,11-07-2023 16:29:14:153,-62,27.5m_2
39,11-07-2023 16:29:16:154,-63,27.5m_2
40,11-07-2023 16:29:18:153,-64,27.5m_2
41,11-07-2023 16:29:20:154,-64,27.5m_2
42,11-07-2023 16:29:22:153,-64,27.5m_2
43,11-07-2023 16:29:24:154,-64,27.5m_2
44,11-07-2023 16:29:26:155,-64,27.5m_2
45,11-07-2023 16:29:28:155,-64,27.5m_2
46,11-07-2023 16:29:30:156,-65,27.5m_2
47,11-07-2023 16:29:32:156,-65,27.5m_2
48,11-07-2023 16:29:34:157,-65,27.5m_2
49,11-07-2023 16:29:36:157,-65,27.5m_2
50,11-07-2023 16:29:38:165,-65,27.5m_2
51,11-07-2023 16:29:40:158,-65,27.5m_2
52,11-07-2023 16:29:42:159,-65,27.5m_2
53,11-07-2023 16:29:44:159,-66,27.5m_2
54,11-07-2023 16:29:46:160,-66,27.5m_2
55,11-07-2023 16:29:48:161,-66,27.5m_2
56,11-07-2023 16:29:50:161,-66,27.5m_2
57,11-07-2023 16:29:52:161,-67,27.5m_2
58,11-07-2023 16:29:54:162,-67,27.5m_2
59,11-07-2023 16:29:56:163,-67,27.5m_2
60,11-07-2023 16:29:58:163,-67,27.5m_2
61,11-07-2023 16:30:00:163,-67,27.5m_2
62,11-07-2023 16:30:02:163,-67,27.5m_2
63,11-07-2023 16:30:04:164,-67,27.5m_2
0,Mac Address ,28:DE:65:6E:4E:16,27.5m_3
1,Time, RSSI,27.5m_3
2,11-07-2023 16:28:26:950,-74,27.5m_3
3,11-07-2023 16:28:28:951,-74,27.5m_3
4,11-07-2023 16:28:30:952,-74,27.5m_3
5,11-07-2023 16:28:32:951,-74,27.5m_3
6,11-07-2023 16:28:34:952,-74,27.5m_3
7,11-07-2023 16:28:36:952,-74,27.5m_3
8,11-07-2023 16:28:38:954,-74,27.5m_3
9,11-07-2023 16:28:40:954,-74,27.5m_3
10,11-07-2023 16:28:42:954,-73,27.5m_3
11,11-07-2023 16:28:44:954,-73,27.5m_3
12,11-07-2023 16:28:46:955,-73,27.5m_3
13,11-07-2023 16:28:48:955,-73,27.5m_3
14,11-07-2023 16:28:50:955,-72,27.5m_3
15,11-07-2023 16:28:52:955,-72,27.5m_3
16,11-07-2023 16:28:54:954,-71,27.5m_3
17,11-07-2023 16:28:56:955,-71,27.5m_3
18,11-07-2023 16:28:58:955,-70,27.5m_3
19,11-07-2023 16:29:00:955,-70,27.5m_3
20,11-07-2023 16:29:02:955,-70,27.5m_3
21,11-07-2023 16:29:04:954,-70,27.5m_3
22,11-07-2023 16:29:06:954,-70,27.5m_3
23,11-07-2023 16:29:08:955,-70,27.5m_3
24,11-07-2023 16:29:10:954,-70,27.5m_3
25,11-07-2023 16:29:12:955,-69,27.5m_3
26,11-07-2023 16:29:14:955,-69,27.5m_3
27,11-07-2023 16:29:16:955,-69,27.5m_3
28,11-07-2023 16:29:18:957,-69,27.5m_3
29,11-07-2023 16:29:20:957,-69,27.5m_3
30,11-07-2023 16:29:22:957,-69,27.5m_3
31,11-07-2023 16:29:24:959,-69,27.5m_3
32,11-07-2023 16:29:26:957,-69,27.5m_3
33,11-07-2023 16:29:28:959,-69,27.5m_3
34,11-07-2023 16:29:30:960,-69,27.5m_3
35,11-07-2023 16:29:32:960,-69,27.5m_3
36,11-07-2023 16:29:34:962,-69,27.5m_3
37,11-07-2023 16:29:36:961,-69,27.5m_3
38,11-07-2023 16:29:38:963,-69,27.5m_3
39,11-07-2023 16:29:40:963,-69,27.5m_3
40,11-07-2023 16:29:42:963,-69,27.5m_3
41,11-07-2023 16:29:44:964,-69,27.5m_3
42,11-07-2023 16:29:46:964,-69,27.5m_3
43,11-07-2023 16:29:48:964,-69,27.5m_3
44,11-07-2023 16:29:50:966,-69,27.5m_3
45,11-07-2023 16:29:52:966,-69,27.5m_3
46,11-07-2023 16:29:54:967,-69,27.5m_3
47,11-07-2023 16:29:56:967,-69,27.5m_3
48,11-07-2023 16:29:58:967,-69,27.5m_3
49,11-07-2023 16:30:00:967,-69,27.5m_3
50,11-07-2023 16:30:02:967,-70,27.5m_3
51,11-07-2023 16:30:04:968,-70,27.5m_3
52,11-07-2023 16:30:06:969,-70,27.5m_3
53,11-07-2023 16:30:08:970,-69,27.5m_3
